org_id,ein,name,category,ntee_major,ntee_full,city,state
org_000574,593649371,Step Up For Students   Florida Inc,Education,B,B122,Jacksonville,FL
org_000575,980391928,Tel Aviv University,Education,B,B42,Israel,
org_000576,43070519,Harvard Private Capital Holdings Inc,Education,B,B020,Boston,MA
org_000577,581357177,Savannah College Of Art And Design Inc,Education,B,B430,Savannah,GA
org_000578,430654872,St Louis University,Education,B,B430,Saint Louis,MO
org_000579,840404231,University Of Denver,Education,B,B430,Denver,CO
org_000580,231353340,Milton Hershey School & School Trust,Education,B,B200,Hershey,PA
org_000581,590936101,Embry Riddle Aeronautical,Education,B,B430,Daytona Beach,FL
org_000582,981014817,Curtin University,Education,B,B43,Australia,
org_000583,812621466,Nyc School Support Services Inc,Education,B,B11,New York,NY
org_000584,111630830,St Johns University New York,Education,B,B430,Jamaica,NY
org_000585,981651870,Toronto Metropolitan University,Education,B,B43,Canada,
org_000586,390743975,University Of Wisconsin Foundation,Education,B,B110,Madison,WI
org_000587,951643992,Chapman University,Education,B,B430,Orange,CA
org_000588,560532138,Wake Forest University,Education,B,B430,Winstonsalem,NC
org_000589,390806251,Marquette University,Education,B,B430,Milwaukee,WI
org_000590,470376583,Creighton University,Education,B,B430,Omaha,NE
org_000591,240795445,Lehigh University,Education,B,B430,Bethlehem,PA
org_000592,952250801,The Ucla Foundation,Education,B,B110,Los Angeles,CA
org_000593,131656633,Institute Of Electrical And Electronics Engineers Inc,Education,B,B30,Piscataway,NJ
org_000594,141340095,Rensselaer Polytechnic Institute,Education,B,B430,Troy,NY
org_000595,300505256,Simon Fraser University,Education,B,B43,Canada,
org_000596,135562314,Pace University,Education,B,B40,Pleasantville,NY
org_000597,111630906,Hofstra University,Education,B,B430,Hempstead,NY
org_000598,951644037,Pepperdine University,Education,B,B430,Malibu,CA
org_000599,951643334,Loyola Marymount University,Education,B,B43,Los Angeles,CA
org_000600,941156617,President Board Of Trustees Santa Clara College,Education,B,B430,Santa Clara,CA
org_000601,131988190,Research Foundation Of The City University Of New York,Education,B,B110,New York,NY
org_000602,376006007,University Of Illinois Foundation,Education,B,B110,Champaign,IL
org_000603,650216638,Everglades College Inc,Education,B,B42,San Juan,PR
org_000604,311490115,Universite De Sherbrooke,Education,B,B43,Canada,
org_000605,611029626,University Of Louisville Research Foundation Inc,Education,B,B050,Louisville,KY
org_000606,760615245,Harmony Public Schools,Education,B,B20,Houston,TX
org_000607,60646701,Quinnipiac University,Education,B,B430,Hamden,CT
org_000608,990073480,Trustees Of The Estate Of Bernice Pauahi Bishop,Education,B,B200,Honolulu,HI
org_000609,133297197,The New School,Education,B,B430,New York,NY
org_000610,980426561,Open University,Education,B,B42,United Kingdom,
org_000611,942829914,University Of California San Francisco Foundation,Education,B,B110,San Francisco,CA
org_000612,135596846,American University Of Beirut,Education,B,B43Z,New York,NY
org_000613,480547734,Kansas University Endowment Assoc,Education,B,B110,Lawrence,KS
org_000614,20554654,Stephen Siller Tunnel To Towers Foundation,Education,B,B82,Staten Island,NY
org_000615,941156628,University Of San Francisco,Education,B,B430,San Francisco,CA
org_000616,237172306,National University,Education,B,B430,San Diego,CA
org_000617,60776644,Sacred Heart University,Education,B,B430,Fairfield,CT
org_000618,363377698,Midwestern University,Education,B,B500,Downers Grove,IL
org_000619,221487354,The Trustees Of The Stevens Institute Of Technology,Education,B,B430,Hoboken,NJ
org_000620,743068519,Commonwealth Charter Academy Charter School,Education,B,B280,Harrisburg,PA
org_000621,941156266,University Of The Pacific,Education,B,B430,Stockton,CA
org_000622,416042488,University Of Minnesota Foundation,Education,B,B110,Minneapolis,MN
org_000623,620465076,Belmont University,Education,B,B430,Nashville,TN
org_000624,30179298,President & Fellows Of Middlebury College,Education,B,B430,Middlebury,VT
org_000625,410693970,University Of St Thomas,Education,B,B430,Saint Paul,MN
org_000626,946090626,University Of California Berkeley Foundation,Education,B,B110,Berkeley,CA
org_000627,910236600,Corporation Of Gonzaga University,Education,B,B430,Spokane,WA
org_000628,650864257,Renaissance Charter School Inc,Education,B,B020,Ft Lauderdale,FL
org_000629,232809585,Jefferson University Physicians,Education,B,B110,Philadelphia,PA
org_000630,42103552,Brandeis University,Education,B,B430,Waltham,MA
org_000631,411991995,Ecmc Group Inc,Education,B,B02,Minneapolis,MN
org_000632,311569428,Somerset Academy Inc,Education,B,B20Z,Miami,FL
org_000633,540505965,University Of Richmond,Education,B,B430,Richmond,VA
org_000634,752604555,The Big 12 Conference Inc,Education,B,B124,Irving,TX
org_000635,362167725,Art Institute Of Chicago,Education,B,B400,Chicago,IL
org_000636,560529999,High Point University,Education,B,B03,High Point,NC
org_000637,60646623,Fairfield University,Education,B,B430,Fairfield,CT
org_000638,616033693,University Of Kentucky Research Foundation,Education,B,B110,Lexington,KY
org_000639,10639602,Kipp Texas Inc,Education,B,B24,Houston,TX
org_000640,580566167,The Corporation Of Mercer University,Education,B,B43,Macon,GA
org_000641,251035663,Duquesne University Of The Holy Spirit,Education,B,B430,Pittsburgh,PA
org_000642,911220843,Association Of University Physicians,Education,B,B11,Seattle,WA
org_000643,131624158,Rockefeller University,Education,B,B430,New York,NY
org_000644,472578950,Uma Education Inc,Education,B,B30,Tampa,FL
org_000645,951890710,California Baptist University,Education,B,B420,Riverside,CA
org_000646,846049811,University Of Colorado Foundation,Education,B,B110,Denver,CO
org_000647,364629540,Success Academy Charter Schools   Nyc,Education,B,B29,New York,NY
org_000648,866051042,Arizona State University Foundation For A New American University,Education,B,B110,Tempe,AZ
org_000649,590624459,University Of Tampa,Education,B,B430,Tampa,FL
org_000650,60646959,Wesleyan University,Education,B,B420,Middletown,CT
org_000651,42104847,Williams College,Education,B,B420,Williamstown,MA
org_000652,356018940,Indiana University Foundation,Education,B,B110,Bloomington,IN
org_000653,362170136,Illinois Institute Of Technology,Education,B,B430,Chicago,IL
org_000654,42300472,Berklee College Of Music Inc,Education,B,B420,Boston,MA
org_000655,981426715,Oxford Funds Endowment Master,Education,B,B90,United Kingdom,
org_000656,42103542,Trustees Of Amherst College,Education,B,B420,Amherst,MA
org_000657,530196583,Catholic University Of America,Education,B,B430,Washington,DC
org_000658,231352674,Saint Josephs University,Education,B,B42,Philadelphia,PA
org_000659,240772407,Bucknell University,Education,B,B430,Lewisburg,PA
org_000660,116077945,Stony Brook Foundation Inc,Education,B,B112,Stony Brook,NY
org_000661,980524980,University Of Reading,Education,B,B40,United Kingdom,
org_000662,560532303,Elon University,Education,B,B430,Elon,NC
org_000663,610945743,Kentucky Medical Services Foundation Inc,Education,B,B110,Lexington,KY
org_000664,310537516,Xavier University,Education,B,B430,Cincinnati,OH
org_000665,150532078,Colgate University Treasurers Office,Education,B,B42Z,Hamilton,NY
org_000666,981705457,University Of Northumbria At Newcastle,Education,B,B43,United Kingdom,
org_000667,111630822,Pratt Institute,Education,B,B430,Brooklyn,NY
org_000668,951816009,Loma Linda University,Education,B,B430,Loma Linda,CA
org_000669,420680387,The Trustees Of Grinnell College,Education,B,B420,Grinnell,IA
org_000670,131887440,The New York Public Library Astor Lenox And Tilden Foundations,Education,B,B700,New York,NY
org_000671,131624225,Yeshiva University,Education,B,B430,New York,NY
org_000672,381374230,Hillsdale College,Education,B,B420,Hillsdale,MI
org_000673,237313346,University Medical Service Association Inc,Education,B,B99Z,Tampa,FL
org_000674,41843040,Trustees Of The Smith College,Education,B,B430,Northampton,MA
org_000675,113618879,The Ojc Fund,Education,B,B90,Brooklyn,NY
org_000676,471345819,Prisma Health Medical Group Midlands,Education,B,B03,Greenville,SC
org_000677,41081650,Bentley University,Education,B,B500,Waltham,MA
org_000678,50258932,Providence College,Education,B,B420,Providence,RI
org_000679,132676570,Touro University,Education,B,B420,New York,NY
org_000680,111788788,New York Institute Of Technology,Education,B,B430,Old Westbury,NY
org_000681,60761704,University Of New Haven,Education,B,B430,West Haven,CT
org_000682,10211497,President & Trustees Of Colby College,Education,B,B420,Waterville,ME
org_000683,141442493,Marist University,Education,B,B430,Poughkeepsie,NY
org_000684,42103637,Wellesley College,Education,B,B420,Wellesley,MA
org_000685,10215213,Bowdoin College,Education,B,B420,Brunswick,ME
org_000686,150532204,Ithaca College,Education,B,B420,Ithaca,NY
org_000687,111630741,Adelphi University,Education,B,B430,Garden City,NY
org_000688,340714363,Oberlin College,Education,B,B420,Oberlin,OH
org_000689,231352683,Swarthmore College,Education,B,B420,Swarthmore,PA
org_000690,42103544,Babson College,Education,B,B420,Wellesley,MA
org_000691,362169124,Association Of American Medical Colleges,Education,B,B030,Washington,DC
org_000692,470379839,University Of Nebraska Foundation,Education,B,B110,Lincoln,NE
org_000693,420841485,Intermediaryed,Education,B,B900,Mount Vernon,IA
org_000694,42133255,Suffolk University,Education,B,B430,Boston,MA
org_000695,42104700,Mcphs University,Education,B,B500,Boston,MA
org_000696,131628149,Barnard College,Education,B,B420,New York,NY
org_000697,42103558,Trustees Of The College Of The Holy Cross,Education,B,B420,Worcester,MA
org_000698,581353149,University Of Georgia Research Foundation Inc,Education,B,B110,Athens,GA
org_000699,311145986,Ohio State University Foundation,Education,B,B11,Columbus,OH
org_000700,41286950,Emerson College,Education,B,B42,Boston,MA
org_000701,274549127,International American Education Federation Inc,Education,B,B99,Richardson,TX
org_000702,741109633,Trinity University,Education,B,B430,San Antonio,TX
org_000703,742245072,Texas A&M Foundation,Education,B,B43I,College Sta,TX
org_000704,752659683,Uplift Education,Education,B,B20Z,Dallas,TX
org_000705,730579298,University Of Tulsa,Education,B,B42,Tulsa,OK
org_000706,131628151,Carnegie Corporation Of New York,Education,B,B124,New York,NY
org_000707,951664112,Pomona College,Education,B,B420,Claremont,CA
org_000708,410693962,Macalester College,Education,B,B420,Saint Paul,MN
org_000709,581805305,Health Scholarships Inc,Education,B,B82,Gray,GA
org_000710,586033837,University Of Georgia Foundation,Education,B,B110,Athens,GA
org_000711,42103731,Merrimack College,Education,B,B420,North Andover,MA
org_000712,10211810,University Of New England,Education,B,B430,Biddeford,ME
org_000713,351052049,Purdue Research Foundation,Education,B,B110,West Lafayette,IN
org_000714,112418771,The Health Science Center At,Education,B,B5BI,Brooklyn,NY
org_000715,350867977,Butler University,Education,B,B430,Indianapolis,IN
org_000716,581438873,Morehouse School Of Medicine Inc,Education,B,B500,Atlanta,GA
org_000717,943311088,Aspire Public Schools,Education,B,B200,Oakland,CA
org_000718,621844686,The University Of Tennessee Foundation Inc,Education,B,B11,Knoxville,TN
org_000719,50306206,Johnson & Wales University,Education,B,B430,Providence,RI
org_000720,560530251,Catawba College,Education,B,B420,Salisbury,NC
org_000721,542052107,Edward Via Virginia College Of Osteopathic Medicine,Education,B,B50,Blacksburg,VA
org_000722,150532200,Trustees Of Hamilton College,Education,B,B420,Clinton,NY
org_000723,815128459,South University Member Inc,Education,B,B40,Savannah,GA
org_000724,311607634,Nc State Investment Fund Inc,Education,B,B110,Raleigh,NC
org_000725,844813183,Bryant & Stratton Inc,Education,B,B40,Orchard Park,NY
org_000726,936015767,University Of Oregon Foundation,Education,B,B110,Eugene,OR
org_000727,980052780,Brock University,Education,B,B43Z,Canada,
org_000728,410693979,St Olaf College,Education,B,B420,Northfield,MN
org_000729,823227586,Charter Institute At Erskine,Education,B,B99,Columbia,SC
org_000730,630312914,Samford University,Education,B,B430,Birmingham,AL
org_000731,221494434,Fairleigh Dickinson University,Education,B,B430,Teaneck,NJ
org_000732,314379459,Denison University,Education,B,B420,Granville,OH
org_000733,840402510,Colorado College Th,Education,B,B430,Colorado Spgs,CO
org_000734,240795495,University Of Scranton,Education,B,B430,Scranton,PA
org_000735,540721690,Virginia Tech Foundation Inc,Education,B,B110,Blacksburg,VA
org_000736,580652518,University Of Georgia Athletic Association Inc,Education,B,B194,Athens,GA
org_000737,752748762,Responsive Ed Texas,Education,B,B20,Lewisville,TX
org_000738,570314395,Furman University,Education,B,B420,Greenville,SC
org_000739,580566243,Spelman College,Education,B,B420,Atl,GA
org_000740,60731360,University Of Hartford,Education,B,B430,West Hartford,CT
org_000741,141338562,Skidmore College,Education,B,B420,Saratoga Spgs,NY
org_000742,50258810,Bryant University,Education,B,B500,Smithfield,RI
org_000743,760563835,Yes Prep Public Schools Inc,Education,B,B25P,Houston,TX
org_000744,540505977,Washington & Lee University,Education,B,B420,Lexington,VA
org_000745,262652713,New York University In Abu Dhabi Corporation,Education,B,B11,New York,NY
org_000746,232825881,Temple University Health System Inc,Education,B,B19,Philadelphia,PA
org_000747,586043294,Georgia Tech Foundation Inc,Education,B,B110,Atlanta,GA
org_000748,210634584,Monmouth University Inc,Education,B,B430,W Long Branch,NJ
org_000749,741109661,University Of The Incarnate Word,Education,B,B430,San Antonio,TX
org_000750,410694747,Carleton College,Education,B,B42Z,Northfield,MN
org_000751,650857507,Mater Academy Inc,Education,B,B240,Miami,FL
org_000752,953797687,Gemological Institute Of America Inc,Education,B,B600,Carlsbad,CA
org_000753,60646927,Trinity College,Education,B,B420,Hartford,CT
org_000754,560529961,Davidson College,Education,B,B420,Davidson,NC
org_000755,590974739,University Of Florida Foundation Inc,Education,B,B110,Gainesville,FL
org_000756,350885591,Indiana Wesleyan University,Education,B,B42Z,Marion,IN
org_000757,472892698,Alliance College Ready Public Schools,Education,B,B29,Los Angeles,CA
org_000758,131624202,Teachers College Columbia University,Education,B,B500,New York,NY
org_000759,231386178,Widener University,Education,B,B430,Chester,PA
org_000760,391853833,Ascendium Education Solutions Inc,Education,B,B82Z,Madison,WI
org_000761,510305893,Delaware State University,Education,B,B430,Dover,DE
org_000762,480667209,Kansas State University Foundation,Education,B,B110,Manhattan,KS
org_000763,841383926,Wgu Corporation,Education,B,B43,Salt Lake Cty,UT
org_000764,240795686,Lafayette College,Education,B,B420,Easton,PA
org_000765,986001269,Lebanese American University,Education,B,B430,Princeton,NJ
org_000766,42296967,Scholarship America Inc,Education,B,B820,St Peter,MN
org_000767,844902334,Ncinnovation Inc,Education,B,B19,Rtp,NC
org_000768,620479542,Lincoln Memorial University,Education,B,B430,Harrogate,TN
org_000769,310734115,Oclc Inc,Education,B,B700,Dublin,OH
org_000770,350869045,Depauw University,Education,B,B420,Greencastle,IN
org_000771,420680460,Drake University,Education,B,B430,Des Moines,IA
org_000772,42103578,Trustees Of Mount Holyoke College,Education,B,B420,South Hadley,MA
org_000773,232204725,Community Services For Children Inc,Education,B,B22Z,Allentown,PA
org_000774,231352621,Bryn Mawr College,Education,B,B420,Bryn Mawr,PA
org_000775,314379507,Kenyon College,Education,B,B420,Gambier,OH
org_000776,141338580,Trustees Of Union College,Education,B,B420,Schenectady,NY
org_000777,366112087,Columbia College Chicago,Education,B,B42,Chicago,IL
org_000778,590624416,Stetson University Inc,Education,B,B430,Deland,FL
org_000779,651122406,Early Learning Coalition Of Miami  Dade Monroe,Education,B,B21,Coral Gables,FL
org_000780,300388800,International Baccalaureate Organization,Education,B,B90,Washington,DC
org_000781,950549600,Biola University Inc,Education,B,B430,La Mirada,CA
org_000782,42111203,Clark University,Education,B,B430,Worcester,MA
org_000783,866050388,University Of Arizona Foundation,Education,B,B110,Tucson,AZ
org_000784,231365954,Dickinson College,Education,B,B420,Carlisle,PA
org_000785,50277222,Roger Williams University,Education,B,B430,Bristol,RI
org_000786,930401259,University Of Portland,Education,B,B430,Portland,OR
org_000787,742974642,Kipp Dc Public Charter Schools,Education,B,B20,Washington,DC
org_000788,736097060,Oklahoma State University Foundation,Education,B,B110,Stillwater,OK
org_000789,556017181,West Virginia Univ Foundation Inc,Education,B,B110,Morgantown,WV
org_000790,952872494,U C San Diego Foundation,Education,B,B11,La Jolla,CA
org_000791,930386858,Lewis And Clark College,Education,B,B420,Portland,OR
org_000792,660177776,Inter American University Of Puerto Rico,Education,B,B430,San Juan,PR
org_000793,310536647,The Cedarville University,Education,B,B420,Cedarville,OH
org_000794,610470593,University Of The Cumberlands Inc,Education,B,B430,Williamsburg,KY
org_000795,620488046,Meharry Medical College,Education,B,B500,Nashville,TN
org_000796,364241970,Noble Network Of Charter Schools,Education,B,B24,Chicago,IL
org_000797,430356250,A T Still University Of Health Sciences,Education,B,B500,Kirksville,MO
org_000798,954679811,Green Dot Public Schools,Education,B,B29,Los Angeles,CA
org_000799,596046500,Florida Institute Of Technology Inc,Education,B,B430,Melbourne,FL
org_000800,680412350,Foundation For California Community Colleges,Education,B,B19,Sacramento,CA
org_000801,366078558,Spencer Foundation,Education,B,B99Z,Chicago,IL
org_000802,530199507,Gallaudet University,Education,B,B430,Washington,DC
org_000803,350715530,Trine University Inc,Education,B,B420,Angola,IN
org_000804,560529940,Campbell University,Education,B,B430,Buies Creek,NC
org_000805,150543659,Clarkson University,Education,B,B430,Potsdam,NY
org_000806,231352641,Gettysburg College,Education,B,B420,Gettysburg,PA
org_000807,311551644,Institut Eupropeen D Administration Des Affaires Insead,Education,B,B20,France,
org_000808,843947799,Shine Bc La,Education,B,B11,San Francisco,CA
org_000809,590624440,Rollins College,Education,B,B420,Winter Park,FL
org_000810,370661494,Bradley University,Education,B,B430,Peoria,IL
org_000811,956042721,San Diego State University Foundation,Education,B,B111,San Diego,CA
org_000812,630288878,Tuskegee University,Education,B,B430,Tuskegee Institute,AL
org_000813,131624067,Juilliard School,Education,B,B430,New York,NY
org_000814,233037992,Pennsylvania Cyber Charter School,Education,B,B29,Midland,PA
org_000815,50258956,Rhode Island School Of Design,Education,B,B500,Providence,RI
org_000816,251698677,Lake Erie College Of Osteopathic Medicine Inc,Education,B,B500,Erie,PA
org_000817,133541913,Teach For America Inc,Education,B,B400,New York,NY
org_000818,113050340,Yeled V Yalda Early Childhood Center Inc,Education,B,B210,Brooklyn,NY
org_000819,261607268,Kipp Socal Public Schools,Education,B,B29,Los Angeles,CA
org_000820,42103629,Simmons University,Education,B,B430,Boston,MA
org_000821,951744369,Azusa Pacific University,Education,B,B430,Azusa,CA
org_000822,736091755,University Of Oklahoma Foundation Inc,Education,B,B110,Norman,OK
org_000823,43348440,Hult International Business School Inc,Education,B,B51Z,Cambridge,MA
org_000824,330781751,T H I N K Together,Education,B,B80Z,Santa Ana,CA
org_000825,720408946,Loyola University,Education,B,B430,New Orleans,LA
org_000826,141338498,Siena University,Education,B,B420,Loudonville,NY
org_000827,951644026,University Of La Verne,Education,B,B430,La Verne,CA
org_000828,60653264,Culinary Institute Of America,Education,B,B30,Hyde Park,NY
org_000829,232125843,Business Leadership Organized For Catholic Schools,Education,B,B82,Kng Of Prussa,PA
org_000830,42103567,Endicott College,Education,B,B430,Beverly,MA
org_000831,951667177,Occidental College,Education,B,B420,Los Angeles,CA
org_000832,150532239,St Lawrence University,Education,B,B42,Canton,NY
org_000833,205298861,Success Academy Charter Schools Inc,Education,B,B990,New York,NY
org_000834,471405971,Challenger School Foundation,Education,B,B24,Sandy,UT
org_000835,530193519,National Geographic Society,Education,B,B030,Washington,DC
org_000836,580566133,Berry College Inc,Education,B,B420,Mount Berry,GA
org_000837,42103579,Trustees Of Phillips Academy,Education,B,B250,Andover,MA
org_000838,741109641,St Edwards University,Education,B,B430,Austin,TX
org_000839,362167773,Lewis University,Education,B,B40,Romeoville,IL
org_000840,362182171,Wheaton College,Education,B,B420,Wheaton,IL
org_000841,131740468,Manhattan University,Education,B,B430,Bronx,NY
org_000842,350868175,Marian University,Education,B,B420,Indianapolis,IN
org_000843,236002304,Corporation Of Haverford College,Education,B,B420,Haverford,PA
org_000844,930386908,Reed Institute,Education,B,B420,Portland,OR
org_000845,540505990,Hampton University,Education,B,B430,Hampton,VA
org_000846,131967321,Mercy University,Education,B,B420,Dobbs Ferry,NY
org_000847,420796760,State University Of Iowa Foundation,Education,B,B110,Iowa City,IA
org_000848,231352635,Franklin & Marshall College,Education,B,B420,Lancaster,PA
org_000849,136227366,Feinberg Graduate School Of The Weizmann Institute Of Science,Education,B,B500,New York,NY
org_000850,41958460,Wentworth Institute Of Technology,Education,B,B430,Boston,MA
org_000851,350868107,University Of Indianapolis,Education,B,B430,Indianapolis,IN
org_000852,271503981,Herzing University Ltd,Education,B,B40,Milwaukee,WI
org_000853,951643389,University Of Redlands,Education,B,B430,Redlands,CA
org_000854,135647700,American University In Cairo,Education,B,B43,New York,NY
org_000855,30179424,Norwich University,Education,B,B430,Northfield,VT
org_000856,590624412,Jacksonville University,Education,B,B430,Jacksonville,FL
org_000857,981263645,University Of Ontario Institute Of Technology,Education,B,B43,Canada,
org_000858,730739626,Oral Roberts University,Education,B,B430,Tulsa,OK
org_000859,550665758,West Virginia University Research Corporation,Education,B,B43I,Morgantown,WV
org_000860,42104229,Stonehill College Inc,Education,B,B420,Easton,MA
org_000861,436064859,Ewing Marion Kauffman Foundation,Education,B,B82,Kansas City,MO
org_000862,590624401,Florida Southern College,Education,B,B420,Lakeland,FL
org_000863,541739160,Indian Paintbrush Foundation,Education,B,B82I,Washington,DC
org_000864,133508093,Iona University,Education,B,B43,New Rochelle,NY
org_000865,590624364,Barry University Inc,Education,B,B430,Miami Shores,FL
org_000866,160743040,Hobart And William Smith Colleges,Education,B,B420,Geneva,NY
org_000867,10211781,President And Trustees Of Bates College,Education,B,B420,Lewiston,ME
org_000868,620475697,University Of The South,Education,B,B99,Sewanee,TN
org_000869,390477970,Milwaukee School Of Engineering,Education,B,B500,Milwaukee,WI
org_000870,60646587,Connecticut College,Education,B,B420,New London,CT
org_000871,210650678,Rider University,Education,B,B430,Lawrence Twp,NJ
org_000872,650974035,Early Learning Coalition Of Palm Beach County Inc,Education,B,B012,Boynton Beach,FL
org_000873,205118947,Achievement First Brooklyn Charter Schools,Education,B,B29,New Haven,CT
org_000874,381381271,Hope College,Education,B,B420,Holland,MI
org_000875,390833612,Wisconsin Alumni Research Foundation,Education,B,B840,Madison,WI
org_000876,131623877,Alfred P Sloan Foundation,Education,B,B82,New York,NY
org_000877,381360586,University Of Detroit Mercy,Education,B,B430,Detroit,MI
org_000878,340714681,John Carroll University,Education,B,B430,University Ht,OH
org_000879,311533199,Ressler Gertz Foundation,Education,B,B82Z,Sherman Oaks,CA
org_000880,620476301,Rhodes College,Education,B,B420,Memphis,TN
org_000881,951644035,Point Loma Nazarene University,Education,B,B430,San Diego,CA
org_000882,20222174,Phillips Exeter Academy,Education,B,B250,Exeter,NH
org_000883,204040597,Rocketship Education,Education,B,B29,Redwood City,CA
org_000884,350868181,Taylor University,Education,B,B42Z,Upland,IN
org_000885,834247585,Kipp Nyc Public Charter Schools Ii,Education,B,B29,New York,NY
org_000886,821504018,University Impact,Education,B,B19,Provo,UT
org_000887,200049703,Wikimedia Foundation Org,Education,B,B60,San Francisco,CA
org_000888,952962604,California Lutheran University,Education,B,B430,Thousand Oaks,CA
org_000889,930386892,Pacific University,Education,B,B430,Forest Grove,OR
org_000890,383071514,Calvin University,Education,B,B430,Grand Rapids,MI
org_000891,936022772,Oregon State University Foundation,Education,B,B110,Corvallis,OR
org_000892,362166964,Aurora University,Education,B,B430,Aurora,IL
org_000893,231355135,Philadelphia College Of Osteopathic Medicine,Education,B,B500,Philadelphia,PA
org_000894,200381906,Securing Assets For Education,Education,B,B11,Moncks Corner,SC
org_000895,580566205,Morehouse College,Education,B,B420,Atlanta,GA
org_000896,750945939,Southwestern Medical Foundation,Education,B,B110,Dallas,TX
org_000897,840402707,Regis University,Education,B,B20,Denver,CO
org_000898,42108376,Western New England University,Education,B,B430,Springfield,MA
org_000899,311682468,University Of Prince Edward Island,Education,B,B42,Canada,
org_000900,430653369,Maryville University Of St Louis,Education,B,B430,Saint Louis,MO
org_000901,943079432,University Of Washington Foundation,Education,B,B11,Seattle,WA
org_000902,350868071,Culver Educational Foundation,Education,B,B250,Culver,IN
org_000903,581825259,Clark Atlanta University Inc,Education,B,B430,Atlanta,GA
org_000904,420680323,University Of Dubuque,Education,B,B430,Dubuque,IA
org_000905,362251912,Institute For The International Education Of Students,Education,B,B400,Chicago,IL
org_000906,566049935,Wingate University,Education,B,B430,Wingate,NC
org_000907,660201206,Sistema Universitario Ana G Mendez Incorporado,Education,B,B430,San Juan,PR
org_000908,111797182,Molloy University,Education,B,B420,Rockville Ctr,NY
org_000909,10660264,Team Academy Charter School Inc,Education,B,B29,Newark,NJ
org_000910,951921340,Art Center College Of Design,Education,B,B420,Pasadena,CA
org_000911,60881700,Area Cooperative Educational Services,Education,B,B20,New Haven,CT
org_000912,860908854,Basis Charter Schools Inc,Education,B,B99Z,Scottsdale,AZ
org_000913,930386972,Willamette University,Education,B,B430,Salem,OR
org_000914,231353385,Susquehanna University,Education,B,B420,Selinsgrove,PA
org_000915,390833608,Concordia University Inc,Education,B,B420,Mequon,WI
org_000916,231352294,Philadelphia University,Education,B,B430,Philadelphia,PA
org_000917,463508366,Stand Together Trust,Education,B,B99,Arlington,VA
org_000918,941156599,St Marys College Of California,Education,B,B430,Moraga,CA
org_000919,520591608,Hood College Of Frederick Md,Education,B,B430,Frederick,MD
org_000920,540525605,Shenandoah University,Education,B,B430,Winchester,VA
org_000921,430662529,Webster University,Education,B,B430,Saint Louis,MO
org_000922,520705392,Stevenson University Inc,Education,B,B420,Owings Mills,MD
org_000923,362166962,Augustana College,Education,B,B420,Rock Island,IL
org_000924,461190967,Highlands Adult & Community Charter School,Education,B,B29,Sacramento,CA
org_000925,910567740,Whitman College Board Of Trustees,Education,B,B420,Walla Walla,WA
org_000926,111904261,Brooklyn Public Library,Education,B,B71Z,Brooklyn,NY
org_000927,350868125,The Lutheran University Association Inc,Education,B,B430,Valparaiso,IN
org_000928,20222182,Saint Anselm College,Education,B,B420,Manchester,NH
org_000929,150545841,Le Moyne College,Education,B,B420,Syracuse,NY
org_000930,522197313,University Of Maryland College Park Foundation Inc,Education,B,B110,College Park,MD
org_000931,340714654,College Of Wooster,Education,B,B420,Wooster,OH
org_000932,250496976,Gannon University,Education,B,B430,Erie,PA
org_000933,440545280,Kansas City University,Education,B,B500,Kansas City,MO
org_000934,910565571,Pacific Lutheran University Inc,Education,B,B430,Tacoma,WA
org_000935,430652649,Lindenwood Education System,Education,B,B43,Saint Charles,MO
org_000936,203505981,Uncommon New York City Charter Schools,Education,B,B29,New York,NY
org_000937,566049503,North Carolina State University Foundation Inc,Education,B,B110,Raleigh,NC
org_000938,231352620,Arcadia University,Education,B,B430,Glenside,PA
org_000939,980674509,Warszawski Uniwrsytet Medyczny,Education,B,B99,Poland,
org_000940,204157876,Braverhood Ltd,Education,B,B990,Brooklyn,NY
org_000941,520591694,Mc Daniel College Inc,Education,B,B430,Westminster,MD
org_000942,340714629,Baldwin Wallace University,Education,B,B430,Berea,OH
org_000943,651018632,Pinecrest Academy Inc,Education,B,B29,Miami,FL
org_000944,160755807,Niagara University,Education,B,B430,Niagara Univ,NY
org_000945,540734117,William & Mary Foundation,Education,B,B11,Williamsburg,VA
org_000946,111904262,Queens Borough Public Library,Education,B,B700,Jamaica,NY
org_000947,160746864,St John Fisher University,Education,B,B430,Rochester,NY
org_000948,362169157,North Central College,Education,B,B430,Naperville,IL
org_000949,470491571,Bellevue University,Education,B,B430,Bellevue,NE
org_000950,591023117,Lynn University Inc,Education,B,B430,Boca Raton,FL
org_000951,131624241,United Negro College Fund Inc,Education,B,B820,Washington,DC
org_000952,590859121,Eckerd College,Education,B,B420,St Petersburg,FL
org_000953,720635884,Xavier University Of Louisiana,Education,B,B430,New Orleans,LA
org_000954,951641455,Mount Saint Marys University,Education,B,B430,Los Angeles,CA
org_000955,42104329,Springfield College,Education,B,B430,Springfield,MA
org_000956,270333296,American Leadership Academy Inc,Education,B,B29,Mesa,AZ
org_000957,930386839,George Fox University,Education,B,B430,Newberg,OR
org_000958,582398964,Friendship Public Charter School,Education,B,B200,Washington,DC
org_000959,990073523,Punahou School,Education,B,B200,Honolulu,HI
org_000960,205010766,Kipp Bay Area Schools,Education,B,B25,Oakland,CA
